tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,sentiment,weighted_score,features
tt0629546,tvEpisode,Inert Dwarf,Inert Dwarf,0,2004.0,55.0,"Crime,Drama,Mystery",8.1,176,0.0,7.234331933677865,Crime Drama Mystery 2004.0
tt2475872,tvEpisode,Sarah & Mari,Sarah & Mari,0,2012.0,43.0,Reality-TV,8.4,16,0.0,6.9262515405637135,Reality-TV 2012.0
tt0463381,movie,Transylvania,Transylvania,0,2006.0,103.0,Drama,6.8,2351,0.0,6.810542856123023,Drama 2006.0
tt11780608,tvEpisode,Will You Marry Me?,Will You Marry Me?,0,2020.0,59.0,Reality-TV,6.1,123,0.0,6.69481177191248,Reality-TV 2020.0
tt1312993,movie,Mafrouza - Oh la nuit!,Mafrouza - Oh la nuit!,0,2007.0,140.0,Documentary,7.0,6,0.0,6.8716820014260644,Documentary 2007.0
tt5742128,tvEpisode,Who Should Play Female Wolverine (X-23)?,Who Should Play Female Wolverine (X-23)?,0,2016.0,30.0,Talk-Show,6.3,6,0.0,6.861776341048706,Talk-Show 2016.0
tt4084774,tvEpisode,Trial and Punishment,Trial and Punishment,0,2015.0,56.0,"Adventure,Drama",8.8,289,0.0,7.6588305072201575,Adventure Drama 2015.0
tt0228197,movie,Death Magic,Death Magic,0,1992.0,93.0,"Horror,Thriller",4.4,23,0.5,6.741027593207826,Horror Thriller 1992.0
tt0051254,tvSeries,The Betty White Show,The Betty White Show,0,1958.0,30.0,"Comedy,Music",6.5,17,0.0,6.855386594493452,Comedy Music 1958.0
tt0624858,tvEpisode,Split the Difference,Split the Difference,0,1967.0,60.0,Western,7.3,15,0.0,6.884741728879104,Western 1967.0
tt1226244,movie,Mysteries,Mistéryos,0,2008.0,81.0,Mystery,4.8,24,0.0,6.757450607702832,Mystery 2008.0
tt0014903,short,The First 100 Years,The First 100 Years,0,1924.0,14.0,"Comedy,Short",7.1,94,0.25,6.91209603243096,Comedy Short 1924.0
tt0109601,movie,Les derniers jours d'Emmanuel Kant,Les derniers jours d'Emmanuel Kant,0,1996.0,70.0,Biography,7.1,64,0.0,6.900400764739941,Biography 1996.0
tt0090469,tvSeries,The Last Precinct,The Last Precinct,0,1986.0,60.0,Comedy,7.7,35,0.0,6.933980504646031,Comedy 1986.0
tt9466572,tvShort,Campofrío: La tienda LOL,Campofrío: La tienda LOL,0,2018.0,3.0,"Comedy,Sci-Fi,Short",6.3,26,0.8,6.836471100460927,Comedy Sci-Fi Short 2018.0
tt1776201,movie,Hawi,Hawi,0,2010.0,112.0,Drama,5.9,430,0.0,6.3780579818451075,Drama 2010.0
tt0852840,tvEpisode,Deadly Straw,Deadly Straw,0,2006.0,50.0,"Documentary,Mystery,Reality-TV",7.4,103,-0.2,6.974650995402402,Documentary Mystery Reality-TV 2006.0
tt2766470,tvEpisode,Swearing,Swearing,0,1999.0,2.0,"Animation,Comedy,Short",7.5,8,0.0,6.881674104705755,Animation Comedy Short 1999.0
tt5343728,tvEpisode,Potato Power,Potato Power,0,2016.0,22.0,"Comedy,Drama,Musical",8.6,5,0.0,6.890291178734401,Comedy Drama Musical 2016.0
tt1876425,movie,Psycho Killer Bloodbath,Psycho Killer Bloodbath,0,2011.0,95.0,"Action,Horror,Thriller",4.1,9,0.0,6.811459411252112,Action Horror Thriller 2011.0
tt0503743,tvEpisode,The Ring,The Ring,0,2002.0,60.0,"Comedy,Drama,Family",7.1,50,0.0,6.894429847445837,Comedy Drama Family 2002.0
tt11193026,short,Coordinated Film,Coordinated Film,0,2019.0,38.0,Short,10.0,6,0.0,6.914134831614744,Short 2019.0
tt1259257,tvSeries,Bolshoy brat,Bolshoy brat,0,2005.0,30.0,Reality-TV,2.5,6,0.0,6.808002756143045,Reality-TV 2005.0
tt1673684,short,Stainless Assassin,Stainless Assassin,0,2010.0,5.0,"Action,Drama,Short",4.9,15,0.2,6.801600851280951,Action Drama Short 2010.0
tt0151531,movie,Magic Samson,Melech Hasalim,0,1988.0,90.0,"Comedy,Drama,Sport",6.4,43,0.5,6.826015550118551,Comedy Drama Sport 1988.0
tt5074264,tvEpisode,Snow Wabbit/Aromatherapest,Snow Wabbit/Aromatherapest,0,2015.0,11.0,"Adventure,Animation,Comedy",6.2,8,0.0,6.857260959165849,Adventure Animation Comedy 2015.0
tt5502778,tvEpisode,Moral Hazard,Moral Hazard,0,2016.0,42.0,"Crime,Drama,Mystery",8.6,144,0.0,7.3131551042787395,Crime Drama Mystery 2016.0
tt2173763,tvEpisode,Elizabeth Banks,Elizabeth Banks,0,2012.0,30.0,"Comedy,News,Talk-Show",7.1,27,0.0,6.88380487326888,Comedy News Talk-Show 2012.0
tt2145794,short,The Dictator's Speech,The Dictator's Speech,0,2011.0,4.0,"Comedy,Short",8.3,17,0.0,6.925731422079658,Comedy Short 2011.0
tt0118630,tvMovie,Any Place But Home,Any Place But Home,0,1997.0,92.0,"Crime,Drama,Thriller",5.4,179,0.0,6.429134285769935,Crime Drama Thriller 1997.0
tt0074214,movie,Black Shampoo,Black Shampoo,0,1976.0,85.0,"Action,Comedy,Crime",4.5,640,-0.16666666666666666,5.436288439134831,Action Comedy Crime 1976.0
tt9668778,tvEpisode,Everything Wrong with American Beauty in 12 Minutes or Less,Everything Wrong with American Beauty in 12 Minutes or Less,0,2015.0,14.0,Comedy,7.0,6,-0.2222222222222222,6.8716820014260644,Comedy 2015.0
tt0347971,tvMovie,The Secret Identity of Jack the Ripper,The Secret Identity of Jack the Ripper,0,1988.0,80.0,"Documentary,Drama",7.1,83,-0.4,6.907970396416469,Documentary Drama 1988.0
tt5210406,tvEpisode,Slak,Slak,0,2015.0,30.0,Documentary,8.2,8,0.0,6.894819644611858,Documentary 2015.0
tt0472259,movie,Alone with Her,Alone with Her,0,2006.0,78.0,"Crime,Drama,Thriller",6.0,3738,0.0,6.08748632545829,Crime Drama Thriller 2006.0
tt2657246,tvMiniSeries,Howard Goodall's Story of Music,Howard Goodall's Story of Music,0,2013.0,30.0,"Documentary,History,Music",8.3,70,0.0,7.07498600123904,Documentary History Music 2013.0
tt0556902,tvEpisode,The Wizard of Aberdeen,The Wizard of Aberdeen,0,1970.0,30.0,Western,8.1,17,0.0,6.917915330125636,Western 1970.0
tt10243628,tvSeries,Jailbirds,Jailbirds,0,2019.0,45.0,Reality-TV,7.2,738,0.0,7.080616927858695,Reality-TV 2019.0
tt7250954,tvEpisode,"Mayoi Hell, Part Two","Mayoi Hell, Part Two",0,2017.0,30.0,"Animation,Comedy,Fantasy",9.1,17,0.0,6.956995789895751,Animation Comedy Fantasy 2017.0
tt6531888,tvSeries,Transferts,Transferts,0,2017.0,56.0,"Sci-Fi,Thriller",7.4,691,0.0,7.2001741826913,Sci-Fi Thriller 2017.0
tt0221320,video,Killer's Mind,Killer's Mind,0,1999.0,30.0,\N,6.8,9,0.0,6.868368076357498,\N 1999.0
tt8260762,tvEpisode,Black Christmas (1974),Black Christmas (1974),0,2017.0,30.0,"Comedy,Horror",8.8,12,-0.16666666666666666,6.923705043266631,Comedy Horror 2017.0
tt0902038,tvEpisode,Life Before Birth,Life Before Birth,0,1982.0,30.0,"Documentary,Sci-Fi",7.7,13,0.0,6.894879741542114,Documentary Sci-Fi 1982.0
tt6017168,tvEpisode,Episode #1.13635,Episode #1.13635,0,2016.0,36.0,"Crime,Drama,Romance",8.8,6,0.0,6.897153699539272,Crime Drama Romance 2016.0
tt0078135,short,Rah Hal-e Yek,Rah Hal-e Yek,0,1995.0,11.0,"Drama,Short",7.2,43,0.0,6.900635940574082,Drama Short 1995.0
tt1655035,tvEpisode,Dix-sept survivants,Dix-sept survivants,0,2010.0,26.0,Comedy,7.4,9,0.0,6.8810144463809175,Comedy 2010.0
tt1518200,video,Going Back to 17,Going Back to 17,0,2009.0,3.0,"Documentary,Short",7.2,6,0.0,6.8745121901053095,Documentary Short 2009.0
tt7176244,tvEpisode,James Brown,James Brown,0,2016.0,30.0,"Documentary,Music",8.0,5,0.0,6.883198980152841,Documentary Music 2016.0
tt0629203,tvEpisode,Charm City,Charm City,0,1996.0,47.0,"Crime,Drama,Mystery",8.0,158,0.0,7.179849251049743,Crime Drama Mystery 1996.0
tt2009763,tvEpisode,Northern Lights,Northern Lights,0,2012.0,30.0,Drama,7.8,17,0.0,6.906191192194601,Drama 2012.0
tt0498222,tvSpecial,The 8th Annual Soul Train Christmas Starfest,The 8th Annual Soul Train Christmas Starfest,0,2005.0,120.0,"Family,Music",8.9,10,0.0,6.917273758422083,Family Music 2005.0
tt1724384,tvEpisode,Pilot,Pilot,0,2011.0,23.0,"Comedy,Romance",5.6,47,0.0,6.741490685171293,Comedy Romance 2011.0
tt8530898,movie,Father and Hero,Father and Hero,0,2018.0,102.0,"Crime,Drama",7.0,5,0.0,6.8713786491835736,Crime Drama 2018.0
tt0892788,video,Puske en Piske: Warme wafels (met poedersuiker),Puske en Piske: Warme wafels (met poedersuiker),0,2006.0,7.0,"Action,Comedy,Short",8.1,16,0.0,6.915191632729612,Action Comedy Short 2006.0
tt8497498,tvShort,One Direction: You & I Fragrance Commercial,One Direction: You & I Fragrance Commercial,0,2014.0,30.0,"Action,Short",7.5,13,0.0,6.888847258943507,Action Short 2014.0
tt1384803,movie,The End of the World as We Knew It,The End of the World as We Knew It,0,2008.0,60.0,Documentary,7.8,8,0.0,6.887307907522656,Documentary 2008.0
tt6985144,tvSeries,Miguel,Miguel,0,2018.0,42.0,Drama,7.9,38,0.0,6.955686773255814,Drama 2018.0
tt1093735,tvEpisode,Episode #2.1,Episode #2.1,0,2003.0,30.0,Comedy,8.0,6,0.0,6.885832944822291,Comedy 2003.0
tt1257570,tvMovie,The Dead Queen,La reine morte,0,2009.0,106.0,"Drama,History",6.8,85,-0.2,6.858038108557955,Drama History 2009.0
tt0247103,tvSeries,The Great Depression,The Great Depression,0,1993.0,30.0,"Documentary,History",7.6,31,0.8,6.920252045890092,Documentary History 1993.0
tt1851544,tvEpisode,Philip Glass: Satyagraha,Philip Glass: Satyagraha,0,2011.0,30.0,Musical,7.8,25,0.0,6.922332209039846,Musical 2011.0
tt0727802,tvEpisode,Dana Kimmell,Dana Kimmell,0,1982.0,30.0,"Comedy,Talk-Show",7.8,5,0.0,6.880834913958987,Comedy Talk-Show 1982.0
tt4408250,videoGame,Sins of a Solar Empire: Rebellion,Sins of a Solar Empire: Rebellion,0,2012.0,30.0,Sci-Fi,8.3,18,0.0,6.928883414230852,Sci-Fi 2012.0
tt4299620,tvEpisode,Kids React to Miranda Sings,Kids React to Miranda Sings,0,2014.0,30.0,"Comedy,Reality-TV,Short",5.5,6,0.0,6.850455586331725,Comedy Reality-TV Short 2014.0
tt1871397,short,The Cremation of Sam McGee,The Cremation of Sam McGee,0,2001.0,8.0,"History,Short",7.2,6,0.0,6.8745121901053095,History Short 2001.0
tt0033169,movie,Tom Brown's School Days,Tom Brown's School Days,0,1940.0,86.0,Drama,6.7,372,0.0,6.789864770385636,Drama 1940.0
tt1865402,movie,Horizons Crossing,Horizons Crossing,0,2011.0,90.0,"Drama,Thriller",6.3,11,0.0,6.855228831246274,Drama Thriller 2011.0
tt3336128,tvEpisode,James & the Giant Peach Test the Limits of Unconventional Love,James & the Giant Peach Test the Limits of Unconventional Love,0,2013.0,30.0,"Comedy,Music,Talk-Show",7.6,8,0.25,6.883552038978055,Comedy Music Talk-Show 2013.0
tt0426954,video,Barbershop Blues,Barbershop Blues,0,2004.0,84.0,"Mystery,Thriller",5.5,13,0.0,6.828522432957428,Mystery Thriller 2004.0
tt0035823,movie,Douce,Douce,0,1943.0,104.0,Drama,7.2,266,0.0,6.9982356266149885,Drama 1943.0
tt5284200,movie,Alles unter Kontrolle,Alles unter Kontrolle,0,2015.0,93.0,Documentary,7.3,43,0.0,6.909963489381023,Documentary 2015.0
tt0957980,tvEpisode,Mysterious Crash of Flight 201,Mysterious Crash of Flight 201,0,1993.0,60.0,Documentary,8.2,6,0.0,6.888663133501536,Documentary 1993.0
tt6096194,movie,Different Flowers,Different Flowers,0,2017.0,99.0,Comedy,5.2,457,0.0,5.997706478405316,Comedy 2017.0
tt5512646,tvEpisode,Hard Heads and Softballs,Hard Heads and Softballs,0,2016.0,41.0,Reality-TV,6.0,15,-0.2916666666666667,6.839707086846771,Reality-TV 2016.0
tt0082170,tvMovie,The Children Nobody Wanted,The Children Nobody Wanted,0,1981.0,100.0,Drama,6.7,216,0.0,6.8119766066319425,Drama 1981.0
tt1470012,tvEpisode,Office Politics: Part 1,Office Politics: Part 1,0,2009.0,30.0,Comedy,7.9,7,0.0,6.886807455540357,Comedy 2009.0
tt2165357,tvEpisode,Knock with Me - Rock with Me,Knock with Me - Rock with Me,0,2012.0,59.0,"Drama,Music",8.0,146,0.0,7.162399235114631,Drama Music 2012.0
tt1501680,tvShort,Yellowstone: Land to Life,Yellowstone: Land to Life,0,2009.0,21.0,Short,7.8,16,0.0,6.904131724895511,Short 2009.0
tt2511594,movie,Helium,Helium,0,2014.0,79.0,Drama,6.0,102,0.0,6.699217631932023,Drama 2014.0
tt9606116,tvEpisode,The Gift of Community,The Gift of Community,0,2019.0,30.0,"Adventure,Reality-TV",7.6,9,0.0,6.88522990305539,Adventure Reality-TV 2019.0
tt0159656,movie,Le plus joli péché du monde,Le plus joli péché du monde,0,1951.0,85.0,Comedy,5.5,13,0.0,6.828522432957428,Comedy 1951.0
tt0401068,tvSeries,Sämpy,Sämpy,0,1974.0,25.0,Comedy,7.4,11,0.0,6.883433959451402,Comedy 1974.0
tt0914432,tvEpisode,Revenge,Revenge,0,1953.0,30.0,"Crime,Drama",7.2,5,0.0,6.873742715377427,Crime Drama 1953.0
tt0382787,tvMovie,Königskinder,Königskinder,0,2003.0,86.0,"Drama,Romance",7.4,34,0.0,6.9097193995678134,Drama Romance 2003.0
tt1047680,movie,Selamanya,Selamanya,0,2007.0,30.0,"Drama,Romance",7.1,44,0.0,6.891760105204874,Drama Romance 2007.0
tt1916670,movie,The Night Watchman,El Velador,0,2011.0,72.0,Documentary,6.7,95,0.0,6.838388242894057,Documentary 2011.0
tt1683932,short,Pink Triangle,Pink Triangle,0,2010.0,19.0,"Drama,History,Romance",6.9,56,-0.1,6.873403309292514,Drama History Romance 2010.0
tt1970656,tvSeries,Empire: How Britain Made the Modern World,Empire: How Britain Made the Modern World,0,2003.0,30.0,Documentary,7.3,56,0.2,6.920660693258759,Documentary 2003.0
tt2004203,short,Death by Suffocation,Der Schübling,0,2010.0,30.0,"Drama,Short",6.8,8,0.0,6.868528564799652,Drama Short 2010.0
tt0548768,tvEpisode,Episode #7.30,Episode #7.30,0,1985.0,30.0,Game-Show,6.6,5,0.0,6.8666505167958665,Game-Show 1985.0
tt0306019,movie,Rio de Janeiro - Terra Mágica,Rio de Janeiro - Terra Mágica,0,1985.0,60.0,Documentary,4.2,6,0.0,6.832059359916631,Documentary 1985.0
tt0300640,movie,"We, the Screenwriter","We, the Screenwriter",0,2006.0,98.0,\N,5.6,32,0.0,6.779540374677004,\N 2006.0
tt0391537,tvMovie,Wunschkinder und andere Zufälle,Wunschkinder und andere Zufälle,0,2003.0,90.0,"Comedy,Drama,Romance",3.4,42,0.0,6.5530286274014165,Comedy Drama Romance 2003.0
tt0457462,movie,Totally Personal,Sasvim licno,0,2005.0,72.0,"Biography,Documentary",7.8,111,0.0,7.065015441596694,Biography Documentary 2005.0
tt2352415,tvEpisode,Episode #1.5488,Episode #1.5488,0,2012.0,28.0,"Drama,Romance",7.2,5,0.0,6.873742715377427,Drama Romance 2012.0
tt0044513,movie,Confidence Girl,Confidence Girl,0,1952.0,81.0,"Crime,Drama,Film-Noir",6.1,159,0.0,6.657700465519326,Crime Drama Film-Noir 1952.0
tt10133722,tvEpisode,A New Hope,A New Hope,0,2019.0,30.0,"Biography,Documentary,Drama",7.3,102,0.13636363636363635,6.954217631932023,Biography Documentary Drama 2019.0
tt0337566,video,AC/DC: Live at Donington,AC/DC: Live at Donington,0,1992.0,120.0,"Documentary,Music",8.5,1343,0.13636363636363635,8.11305688166079,Documentary Music 1992.0
tt1848211,tvSeries,Momo Love,Tao Hua xiao mei,0,2009.0,75.0,Romance,6.3,44,0.5,6.815569629014397,Romance 2009.0
tt0328390,movie,Second Best,Second Best,0,2004.0,86.0,Comedy,6.0,386,0.5,6.4522303092097655,Comedy 2004.0
tt1821389,short,The Wind is Blowing on My Street,The Wind is Blowing on My Street,0,2011.0,15.0,"Drama,Short",7.5,17,0.0,6.894467054263567,Drama Short 2011.0
tt5578090,short,Somewhere Between Heaven and Hell,Somewhere Between Heaven and Hell,0,2016.0,15.0,"Drama,Short",8.3,13,0.0,6.912977189337938,Drama Short 2016.0
tt0091658,movie,Nutcracker,Nutcracker,0,1986.0,89.0,"Family,Fantasy,Music",7.0,838,0.0,6.956682459080136,Family Fantasy Music 1986.0
tt0042226,movie,Battle of Roses,Bara kassen,0,1950.0,98.0,Drama,6.5,55,0.0,6.826835451595459,Drama 1950.0
tt1115217,tvEpisode,We're Not from Here,We're Not from Here,0,2007.0,22.0,"Comedy,Romance",7.7,2480,0.0,7.580259892548189,Comedy Romance 2007.0
tt4645226,movie,Icrush the Movie,Icrush the Movie,0,2015.0,30.0,Comedy,8.7,11,0.0,6.916767292784735,Comedy 2015.0
tt0017382,movie,The Show-Off,The Show-Off,0,1926.0,82.0,"Comedy,Drama",6.8,242,0.0,6.844232073643411,Comedy Drama 1926.0
tt0480029,movie,La tragedia de Macario,La tragedia de Macario,0,2005.0,71.0,Drama,7.1,69,0.0,6.90245003820257,Drama 2005.0
tt0516441,tvEpisode,Tommy's Trip,Tommy's Trip,0,1980.0,49.0,"Adventure,Crime",6.6,21,0.0,6.856932046935426,Adventure Crime 1980.0
tt1297373,tvShort,The Calligrapher,The Calligrapher,0,1991.0,1.0,"Animation,Short",6.6,169,0.0,6.79215190562973,Animation Short 1991.0
tt4034398,tvMiniSeries,Life in Squares,Life in Squares,0,2015.0,171.0,Drama,6.5,557,0.0,6.65855709600477,Drama 2015.0
tt5197828,tvEpisode,Right,Right,0,2016.0,42.0,"Crime,Drama,Mystery",6.5,641,0.2857142857142857,6.645980329182862,Crime Drama Mystery 2016.0
tt0749483,tvEpisode,Hip Hop on the Gravy Train,Hip Hop on the Gravy Train,0,1989.0,30.0,"Crime,Drama,Mystery",8.2,13,0.0,6.909960948038634,Crime Drama Mystery 1989.0
tt1294422,tvSeries,Klinik am Alex,Klinik am Alex,0,2009.0,45.0,\N,5.5,18,0.0,6.813287083955623,\N 2009.0
tt0602294,tvEpisode,A Tiger Hunt in Paris: Part 2,A Tiger Hunt in Paris: Part 2,0,1966.0,30.0,"Comedy,War",8.4,103,0.0,7.172347732446548,Comedy War 1966.0
tt0048968,short,Aux frontières de l'homme,Aux frontières de l'homme,0,1953.0,20.0,"Documentary,Short",5.0,5,0.0,6.847737987245039,Documentary Short 1953.0
tt0599795,tvEpisode,Protean Challenge,Protean Challenge,0,1996.0,44.0,"Action,Adventure,Drama",7.7,162,0.0,7.101712359663193,Action Adventure Drama 1996.0
tt0760801,tvEpisode,Miss World,Miss World,0,2006.0,23.0,"Drama,Music",7.6,16,0.0,6.89675845300611,Drama Music 2006.0
tt0180802,movie,Beloved Love,Ljubavni zivot Budimira Trajkovica,0,1977.0,100.0,"Comedy,Romance",7.3,904,0.6,7.163988781092777,Comedy Romance 1977.0
tt0689371,tvEpisode,Episode dated 13 January 1998,Episode dated 13 January 1998,0,1998.0,30.0,"Comedy,Talk-Show",6.3,6,0.0,6.861776341048706,Comedy Talk-Show 1998.0
tt1194559,tvEpisode,Episode #3.19,Episode #3.19,0,2008.0,58.0,"Drama,Romance",6.8,12,0.0,6.86789108977826,Drama Romance 2008.0
tt3921486,short,WillShake,WillShake,0,2015.0,30.0,Short,7.5,28,0.0,6.909401723328815,Short 2015.0
tt2051426,tvEpisode,Vidas Brasileiras,Vidas Brasileiras,0,2018.0,30.0,"Comedy,Drama,Music",9.7,30,0.0,7.059359751349668,Comedy Drama Music 2018.0
tt1693981,short,Therapy,Therapy,0,2011.0,14.0,"Drama,Short,Thriller",8.0,7,0.0,6.888454514363886,Drama Short Thriller 2011.0
tt5215986,tvEpisode,Episode #1.1,Episode #1.1,0,1995.0,30.0,"Drama,Romance",6.4,8,0.0,6.86101682771045,Drama Romance 1995.0
tt10654928,short,Story,Story,0,2019.0,5.0,"Animation,Short",6.2,10,0.0,6.854189646272551,Animation Short 2019.0
tt0968279,movie,Die Hochstapler,Die Hochstapler,0,2006.0,84.0,"Crime,Documentary",7.5,124,0.0,7.014009536170944,Crime Documentary 2006.0
tt2871088,short,35 Meters from the Water,35 metriye sathe ab,0,2008.0,34.0,"Drama,Short",6.0,8,0.0,6.853505090621248,Drama Short 2008.0
tt3904348,tvEpisode,You'll Know My Name Is the Lord...,You'll Know My Name Is the Lord...,0,2014.0,86.0,"Adventure,Documentary,Reality-TV",8.9,15,0.0,6.9401689806112055,Adventure Documentary Reality-TV 2014.0
tt0030467,movie,Mr. Chump,Mr. Chump,0,1938.0,60.0,Comedy,5.5,37,0.0,6.758446524405827,Comedy 1938.0
tt2349608,movie,Fairy Out of Wedluck,Parinaaz,0,2017.0,87.0,Drama,6.0,90,0.0,6.715734583867424,Drama 2017.0
tt6367744,tvEpisode,Jamie Foxx/Kirsten Dunst/Zoe Saldana,Jamie Foxx/Kirsten Dunst/Zoe Saldana,0,2017.0,30.0,"Comedy,Talk-Show",7.1,9,0.0,6.8746912613692075,Comedy Talk-Show 2017.0
tt0408780,short,"Fish's Waterfall Mill, Blackburn","Fish's Waterfall Mill, Blackburn",0,1900.0,30.0,"Documentary,Short",7.4,5,0.0,6.876106781571281,Documentary Short 1900.0
tt3138376,video,Joy Ride 3: Road Kill,Joy Ride 3: Road Kill,0,2014.0,95.0,"Crime,Horror,Thriller",4.7,4191,0.8,4.896787409113616,Crime Horror Thriller 2014.0
tt0575583,tvEpisode,Liebe macht blind,Liebe macht blind,0,1985.0,50.0,Crime,7.2,10,-0.5,6.877554132253859,Crime 1985.0
tt0160465,video,Lick Bush,Lick Bush,1,1992.0,78.0,Adult,7.1,9,0.0,6.8746912613692075,Adult 1992.0
tt7331254,tvMiniSeries,Secrets of Silicon Valley,Secrets of Silicon Valley,0,2017.0,30.0,Documentary,7.2,50,0.0,6.905113608129597,Documentary 2017.0
tt1914044,tvEpisode,Jailbird and Jailbunny,Jailbird and Jailbunny,0,2011.0,22.0,"Adventure,Animation,Comedy",7.5,98,0.0,6.989521644582658,Adventure Animation Comedy 2011.0
tt1827006,tvEpisode,Greece,Greece,0,2011.0,43.0,Reality-TV,8.6,18,0.0,6.94126873533177,Reality-TV 2011.0
tt0684903,tvEpisode,Steele on the Air,Steele on the Air,0,1986.0,49.0,"Action,Adventure,Comedy",7.1,52,0.0,6.895304614052449,Action Adventure Comedy 1986.0
tt0565992,tvEpisode,The Cutting of the Swath,The Cutting of the Swath,0,2003.0,40.0,"Crime,Drama",7.8,26,-0.6,6.924308938298765,Crime Drama 2003.0
tt0882806,movie,Sugar Boxx,Sugar Boxx,0,2009.0,86.0,"Crime,Drama",3.5,229,0.0,5.677114634628518,Crime Drama 2009.0
tt5768386,tvEpisode,"Which of the ""Friends"" Are You?","Which of the ""Friends"" Are You?",0,2016.0,30.0,Comedy,7.0,25,0.0,6.877185482177543,Comedy 2016.0
tt5973610,tvEpisode,Just Married,Just Married,0,2016.0,52.0,Reality-TV,7.1,8,0.25,6.874162367616553,Reality-TV 2016.0
tt0995518,tvEpisode,Flea's a Crowd,Flea's a Crowd,0,2003.0,30.0,"Comedy,Music,Reality-TV",6.7,13,0.0,6.864717328549075,Comedy Music Reality-TV 2003.0
tt0745417,tvEpisode,One of Our Sweathogs Is Missing,One of Our Sweathogs Is Missing,0,1975.0,30.0,Comedy,7.5,42,-0.2,6.927376453488373,Comedy 1975.0
tt0099527,movie,Exiled in America,Exiled in America,0,1992.0,84.0,Drama,4.7,35,0.0,6.702192425175832,Drama 1992.0
tt0285514,videoGame,Deer Avenger 2: Deer in the City,Deer Avenger 2: Deer in the City,0,1999.0,30.0,Action,6.0,28,0.0,6.815231319741372,Action 1999.0
tt1465757,tvEpisode,Walkin' on Wall Street,Walkin' on Wall Street,0,1996.0,30.0,"Animation,Family,Musical",6.2,6,0.0,6.8603612467090835,Animation Family Musical 1996.0
tt1091188,movie,The Journey,The Journey,0,2007.0,93.0,"Comedy,Romance",6.2,80,0.0,6.762235278322594,Comedy Romance 2007.0
tt0107274,movie,Johnny One Hundred Pesos,Johnny 100 Pesos,0,1993.0,90.0,"Crime,Drama,Thriller",6.6,522,0.0,6.71999273255814,Crime Drama Thriller 1993.0
tt3216898,tvEpisode,The Box,The Box,0,2013.0,21.0,Comedy,7.2,656,0.0,7.071502019184965,Comedy 2013.0
tt0184662,movie,Lathos ston erota,Lathos ston erota,0,1961.0,74.0,"Comedy,Romance",5.8,38,0.0,6.780686773255814,Comedy Romance 1961.0
tt0496504,tvEpisode,Double Bill: The Compartment/Playmates,Double Bill: The Compartment/Playmates,0,1969.0,60.0,Drama,7.0,8,0.0,6.8722844333442525,Drama 1969.0
tt3196086,tvEpisode,In Blog We Trust,In Blog We Trust,0,2013.0,21.0,"Comedy,Drama,Family",9.0,9,0.0,6.914738099776702,Comedy Drama Family 2013.0
tt7152864,tvEpisode,Kearran Giovanni,Kearran Giovanni,0,2017.0,21.0,"Comedy,Game-Show",7.7,10,0.0,6.889236375244513,Comedy Game-Show 2017.0
tt7415230,video,Taylor Swift: Look What You Made Me Do Parody,Taylor Swift: Look What You Made Me Do Parody,0,2017.0,4.0,"Comedy,Short",5.4,5,0.0,6.852466119632746,Comedy Short 2017.0
tt0214223,movie,Gli ultimi,Gli ultimi,0,1963.0,87.0,Drama,6.9,34,0.0,6.872108780098786,Drama 1963.0
tt1256301,tvEpisode,Nine Lives,Nine Lives,0,2008.0,44.0,"Action,Crime,Drama",7.6,501,0.0,7.267892457676442,Action Crime Drama 2008.0
tt4727450,tvEpisode,Episode dated 11 May 2001,Episode dated 11 May 2001,0,2001.0,30.0,Drama,10.0,6,0.0,6.914134831614744,Drama 2001.0
tt0894202,tvEpisode,Reincarnation,Reincarnation,0,1978.0,30.0,"Documentary,Sci-Fi",7.4,16,0.0,6.889385181116709,Documentary Sci-Fi 1978.0
tt0098405,movie,Stuk v dver,Stuk v dver,0,1990.0,80.0,"Drama,History",6.8,5,0.0,6.8690145829897205,Drama History 1990.0
tt0445176,movie,Alt for Norge,Alt for Norge,0,2005.0,92.0,"Comedy,Documentary,History",5.9,122,0.0,6.650728090008614,Comedy Documentary History 2005.0
tt3680374,tvEpisode,Dance,Dance,0,2014.0,21.0,Comedy,7.5,591,0.0,7.23894268444465,Comedy 2014.0
tt0764985,tvMovie,Arnie's World,Arnies Welt,0,2005.0,88.0,"Crime,Drama",7.2,57,0.0,6.909459302325582,Crime Drama 2005.0
tt6338024,video,PAN.rm,PAN.rm,0,2013.0,2.0,"Comedy,Short",9.2,65,0.0,7.1834227093264005,Comedy Short 2013.0
tt1350276,tvEpisode,Death of the Universe,Death of the Universe,0,2008.0,30.0,"Adventure,Documentary",7.0,25,0.0,6.877185482177543,Adventure Documentary 2008.0
tt0253823,videoGame,Tomorrow Never Dies,Tomorrow Never Dies,0,1999.0,30.0,"Action,Adventure,Thriller",6.7,1406,0.0,6.738921693313954,Action Adventure Thriller 1999.0
tt6374976,movie,I Am Sorry Mathe Banni Preethsona,I Am Sorry Mathe Banni Preethsona,0,2011.0,30.0,Romance,7.8,6,-0.5,6.883002756143045,Romance 2011.0
tt7575148,tvMiniSeries,YellowHead,YellowHead,0,2015.0,30.0,"Action,Animation,Comedy",7.4,9,0.0,6.8810144463809175,Action Animation Comedy 2015.0
